Distance_(pixels),Gray_Value
1257,9136.429
1258,9133.000
1259,9073.571
1260,8977.143
1261,8858.714
1262,8706.429
1263,8554.857
1264,8537.857
1265,8627.000
1266,8780.857
1267,8893.286
1268,8953.857
1269,8970.143
1270,8942.286
1271,8903.143
1272,8883.000
1273,8886.571
1274,8961.000
1275,9022.714
1276,9063.143
1277,9054.714
1278,9073.000
1279,9054.286
1280,9035.286
1281,9017.857
1282,9009.143
1283,9000.571
1284,9042.571
1285,9092.857
1286,9172.143
1287,9217.143
1288,9240.857
1289,9250.714
1290,9244.857
1291,9243.286
1292,9199.000
1293,9149.000
1294,9136.143
1295,9085.571
1296,9001.000
1297,8892.429
1298,8823.143
1299,8815.286
1300,8854.000
1301,8904.571
1302,8978.000
1303,9066.571
1304,9082.143
1305,9075.000
1306,9044.571
1307,8964.000
1308,8863.714
1309,8791.000
1310,8740.571
1311,8751.429
1312,8797.429
1313,8888.429
1314,8937.714
1315,8973.429
1316,9019.429
1317,8998.429
1318,9004.143
1319,9012.143
1320,8981.571
1321,8983.571
1322,8930.143
1323,8894.429
1324,8933.429
1325,8966.286
1326,8957.429
1327,8955.000
1328,8982.571
1329,9023.714
1330,9038.286
1331,9069.714
1332,9117.143
1333,9107.714
1334,9137.857
1335,9141.143
1336,9137.714
1337,9154.286
1338,9195.429
1339,9212.286
1340,9223.143
1341,9228.571
1342,9237.429
1343,9224.286
1344,9209.857
1345,9165.286
1346,9064.857
1347,8928.000
1348,8833.857
1349,8873.000
1350,9005.000
1351,9145.714
1352,9262.571
1353,9381.000
1354,9462.000
1355,9487.857
1356,9511.714
1357,9510.000
1358,9387.429
1359,9134.143
1360,8708.857
1361,8088.714
1362,7396.857
1363,6951.714
1364,7016.143
1365,7456.286
1366,8051.857
1367,8685.714
1368,9183.571
1369,9480.286
1370,9646.143
1371,9730.857
1372,9763.429
1373,9772.000
1374,9737.000
1375,9683.571
1376,9633.286
1377,9593.143
1378,9569.571
1379,9574.286
1380,9557.000
1381,9531.000
1382,9534.286
1383,9560.143
1384,9625.857
1385,9693.857
1386,9709.571
1387,9719.571
1388,9760.143
1389,9755.857
1390,9745.286
1391,9687.143
1392,9605.286
1393,9536.429
1394,9472.857
1395,9459.857
1396,9455.571
1397,9458.429
1398,9486.857
1399,9528.286
1400,9563.000
1401,9567.429
1402,9653.286
1403,9725.000
1404,9780.000
1405,9786.000
1406,9781.000
1407,9707.857
1408,9610.857
1409,9568.286
1410,9552.571
1411,9556.714
1412,9584.000
1413,9614.857
1414,9644.429
1415,9691.857
1416,9729.429
1417,9770.143
1418,9824.000
1419,9857.857
1420,9885.857
1421,9875.143
1422,9897.429
1423,9887.857
1424,9836.571
1425,9789.571
1426,9782.857
1427,9768.143
1428,9753.857
1429,9749.000
1430,9764.571
1431,9791.857
1432,9769.571
1433,9749.571
1434,9790.000
1435,9787.000
1436,9799.571
1437,9813.143
1438,9780.143
1439,9801.429
1440,9807.571
1441,9765.857
1442,9747.857
1443,9757.571
1444,9739.286
1445,9692.286
1446,9663.857
1447,9653.000
1448,9619.429
1449,9612.714
1450,9592.286
1451,9531.286
1452,9439.571
1453,9358.286
1454,9333.429
1455,9305.857
1456,9319.857
1457,9349.714
1458,9374.571
1459,9410.857
1460,9435.571
1461,9437.000
1462,9473.286
1463,9464.429
1464,9415.286
1465,9368.714
1466,9302.857
1467,9210.143
1468,9147.286
1469,9062.286
1470,9023.429
1471,9034.000
1472,9081.429
1473,9147.000
1474,9182.571
1475,9195.000
1476,9222.000
1477,9237.857
1478,9210.286
1479,9209.286
1480,9210.000
1481,9173.571
1482,9144.571
1483,9099.571
1484,9055.143
1485,9018.714
1486,9012.286
1487,8984.857
1488,8983.429
1489,8960.714
1490,8917.143
1491,8893.000
1492,8849.857
1493,8817.857
1494,8781.714
1495,8703.000
1496,8636.000
1497,8602.429
1498,8537.429
1499,8482.143
1500,8444.714
1501,8391.143
1502,8258.429
1503,8003.857
1504,7681.857
1505,7423.571
1506,7299.714
1507,7354.714
1508,7556.571
1509,7816.714
1510,8115.714
1511,8340.000
1512,8462.429
1513,8504.857
1514,8544.143
1515,8545.000
1516,8509.286
1517,8469.571
1518,8413.286
1519,8351.857
1520,8313.000
1521,8329.714
1522,8351.143
1523,8393.429
1524,8461.000
1525,8517.286
1526,8527.429
1527,8630.286
1528,8795.286
1529,8867.286
