Distance_(pixels),Gray_Value
834,8557.857
835,8602.714
836,8620.286
837,8655.571
838,8662.714
839,8629.143
840,8648.857
841,8620.857
842,8614.143
843,8637.714
844,8646.000
845,8679.857
846,8698.571
847,8731.571
848,8751.714
849,8767.429
850,8789.286
851,8769.714
852,8752.000
853,8713.429
854,8646.571
855,8609.571
856,8568.000
857,8492.429
858,8453.571
859,8433.286
860,8414.857
861,8422.143
862,8469.857
863,8537.143
864,8606.143
865,8639.429
866,8628.143
867,8607.714
868,8567.571
869,8515.857
870,8408.429
871,8264.000
872,8161.714
873,8161.714
874,8213.143
875,8288.143
876,8386.571
877,8466.571
878,8507.857
879,8538.571
880,8576.143
881,8658.000
882,8771.000
883,8845.286
884,8878.143
885,8913.857
886,8910.143
887,8925.143
888,8920.429
889,8906.000
890,8891.857
891,8840.857
892,8727.286
893,8590.000
894,8511.429
895,8526.857
896,8552.571
897,8701.429
898,8893.857
899,8988.286
900,9030.143
901,9073.714
902,9058.429
903,9071.000
904,9096.286
905,9045.714
906,9021.857
907,9021.143
908,8977.714
909,8944.143
910,8900.429
911,8824.571
912,8789.429
913,8827.571
914,8840.857
915,8847.143
916,8856.714
917,8897.571
918,8901.286
919,8869.714
920,8841.857
921,8776.857
922,8706.286
923,8641.571
924,8591.000
925,8555.714
926,8540.143
927,8551.857
928,8558.000
929,8583.714
930,8592.000
931,8561.857
932,8512.571
933,8485.714
934,8482.286
935,8494.429
936,8514.143
937,8505.000
938,8491.143
939,8482.571
940,8519.429
941,8517.714
942,8495.143
943,8489.000
944,8466.429
945,8432.714
946,8402.000
947,8382.286
948,8397.714
949,8456.857
950,8510.571
951,8548.571
952,8602.286
953,8620.143
954,8609.000
955,8615.286
956,8618.000
957,8556.714
958,8496.429
959,8458.571
960,8411.429
961,8387.857
962,8415.857
963,8446.429
964,8494.857
965,8546.571
966,8584.286
967,8607.571
968,8596.429
969,8597.429
970,8615.143
971,8630.571
972,8631.429
973,8622.429
974,8615.857
975,8571.571
976,8558.857
977,8555.143
978,8570.000
979,8576.714
980,8596.714
981,8646.143
982,8653.000
983,8672.429
984,8661.571
985,8620.571
986,8581.714
987,8450.000
988,8260.000
989,8011.000
990,7832.714
991,7779.143
992,7802.286
993,7906.571
994,8076.571
995,8187.429
996,8267.714
997,8343.857
998,8402.714
999,8388.429
1000,8357.429
1001,8335.429
1002,8325.714
1003,8362.286
1004,8418.857
1005,8483.143
1006,8571.571
1007,8650.714
1008,8656.857
1009,8591.571
1010,8471.143
1011,8312.857
1012,8250.000
1013,8257.143
1014,8280.286
1015,8360.000
1016,8458.714
1017,8537.000
1018,8595.286
1019,8645.286
1020,8676.571
1021,8681.143
1022,8657.286
1023,8629.143
1024,8558.857
1025,8450.857
1026,8363.714
1027,8290.571
1028,8235.286
1029,8204.857
1030,8212.286
1031,8243.857
1032,8275.714
1033,8309.429
1034,8288.571
1035,8142.286
1036,7958.286
1037,7795.000
1038,7709.857
1039,7739.714
1040,7866.429
1041,8038.286
1042,8204.000
1043,8283.714
1044,8321.286
1045,8352.714
1046,8395.143
1047,8392.286
1048,8398.571
1049,8460.429
1050,8455.714
1051,8442.143
1052,8476.143
1053,8490.143
1054,8489.714
1055,8470.571
1056,8433.000
1057,8405.429
1058,8338.571
1059,8293.286
1060,8316.286
1061,8382.143
1062,8449.571
1063,8508.714
1064,8548.429
1065,8582.429
1066,8614.143
1067,8626.571
1068,8630.143
1069,8657.286
1070,8679.714
1071,8663.857
1072,8642.857
1073,8630.714
1074,8604.000
1075,8546.143
1076,8489.000
1077,8435.000
1078,8404.429
1079,8413.857
1080,8482.000
1081,8534.857
1082,8584.429
1083,8627.714
1084,8684.286
1085,8707.857
1086,8710.000
1087,8737.429
1088,8728.714
1089,8712.000
1090,8727.143
1091,8725.429
1092,8697.571
1093,8668.429
1094,8608.143
1095,8592.429
1096,8602.429
1097,8620.429
1098,8653.571
1099,8691.000
1100,8690.000
1101,8689.143
1102,8698.143
1103,8703.571
1104,8717.429
1105,8713.857
1106,8716.857
1107,8708.857
1108,8701.857
1109,8698.286
1110,8675.714
1111,8662.571
1112,8644.143
1113,8597.286
1114,8542.429
1115,8480.857
1116,8439.000
1117,8473.000
1118,8540.000
1119,8544.000
1120,8594.143
1121,8633.286
1122,8604.000
1123,8563.571
1124,8455.286
1125,8206.857
1126,7821.714
1127,7295.571
1128,6754.143
1129,6406.143
1130,6351.857
1131,6624.714
1132,7078.857
1133,7567.143
1134,7991.000
1135,8260.571
1136,8335.143
1137,8344.429
1138,8366.286
1139,8398.571
1140,8422.571
1141,8474.000
1142,8480.571
1143,8425.286
1144,8230.286
1145,7925.143
1146,7495.429
1147,7021.714
1148,6702.000
1149,6610.429
1150,6682.857
1151,6903.571
1152,7264.714
1153,7583.286
1154,7800.286
1155,8014.429
1156,8153.429
1157,8216.714
1158,8204.000
1159,8097.286
1160,7855.143
1161,7566.571
1162,7339.714
1163,7249.714
1164,7401.143
1165,7664.286
1166,7965.000
1167,8266.000
1168,8469.714
1169,8582.000
1170,8644.857
1171,8670.714
1172,8675.714
1173,8656.714
1174,8607.143
1175,8531.143
1176,8455.571
1177,8439.714
1178,8427.429
1179,8434.714
1180,8492.571
1181,8536.286
1182,8553.143
1183,8582.286
1184,8611.857
1185,8673.286
1186,8775.000
1187,8837.000
1188,8873.143
1189,8903.571
1190,8923.429
1191,8904.429
1192,8887.429
1193,8866.000
1194,8852.286
1195,8839.571
1196,8838.714
1197,8780.857
1198,8741.429
1199,8719.286
1200,8660.714
1201,8612.143
1202,8553.571
1203,8535.857
1204,8553.571
1205,8534.571
1206,8529.857
1207,8520.000
1208,8498.857
1209,8499.000
