Distance_(pixels),Gray_Value
1452,9866.714
1453,9803.857
1454,9758.714
1455,9729.571
1456,9729.286
1457,9726.857
1458,9729.714
1459,9772.714
1460,9823.429
1461,9841.714
1462,9828.714
1463,9798.714
1464,9782.000
1465,9754.714
1466,9622.429
1467,9513.429
1468,9461.714
1469,9398.857
1470,9379.714
1471,9398.429
1472,9440.714
1473,9455.429
1474,9495.000
1475,9523.571
1476,9538.143
1477,9545.571
1478,9565.857
1479,9577.714
1480,9539.429
1481,9497.429
1482,9500.429
1483,9463.857
1484,9454.429
1485,9432.286
1486,9390.714
1487,9373.714
1488,9356.286
1489,9318.571
1490,9278.286
1491,9297.286
1492,9247.000
1493,9226.429
1494,9190.429
1495,9120.429
1496,9051.857
1497,8969.143
1498,8889.000
1499,8838.571
1500,8810.429
1501,8717.571
1502,8572.571
1503,8358.143
1504,8035.143
1505,7752.143
1506,7631.714
1507,7696.286
1508,7909.571
1509,8177.000
1510,8405.714
1511,8636.857
1512,8781.429
1513,8837.286
1514,8870.143
1515,8878.714
1516,8841.429
1517,8779.143
1518,8715.429
1519,8674.857
1520,8642.143
1521,8629.286
1522,8651.286
1523,8661.429
1524,8698.571
1525,8743.286
1526,8800.571
1527,8883.571
1528,9007.714
1529,9103.143
